lid	sheet	row	function	atlantis_high_signal	atlantis_high_can	atlantis_high_format	atlantis_signal	atlantis_can	atlantis_format	usage_comment	group_label_at_15	flags
DisplaySts	CAN Mapping	0					HAPTIC1.DisplaySts	CAN-BH	0 = LaneSense_OFF 1 = LaneSense_ON_HF_ NotA 2 = SingleLine_Left 3 = SingleLine_Right 4 = ON_HF_NotA_NHTSA_on_Left 5 = ON_HF_NotA_NHTSA _on_Right 6 = ON_HF_Armed 7 = ON_HF_Left_SingleLine_Left 8 = ON_HF_Left_side 9 = ON_HF_Right_SingleLine_Right 10 = ON_HF_Right_side 11 = ON_HF_Left_ NHTSA_on_Left 12 = ON_HF_Right_NHTSA_on_Right 13 = ON 14 = ON_HF_Left_RoadEdge 15 = ON_HF_Right_RoadEdge 16 = ON_HF_SingleLeft_NHTSA_RoadEdge 17 = ON_HF_SingleRight_NHTSA_RoadEdge 18 = ON_HF_SingleLeft_RoadEdge 19 = ON_HF_SingleRight_RoadEdge 20 = ON_HF_SingleLeft_NHTSA 21 = ON_HF_SingleRight_NHTSA 22 = ON_HF_Left_NHTSA_RoadEdge 23 = ON_HF_Right_NHTSA_RoadEdge 24 = ON_HF_Stay_In_Lane_White 25 = ON_HF_Stay_In_Lane_Green 26 = ON_HF_Stay_In_Lane_Yellow 27 = ON_HF_Stay_In_Lane_Yellow_Flashing 88 = ELK_HF_Left_NHTSA_on_Left 89 = ELK_HF_Right_NHTSA_on_Right 90 = ELK_HF_Left_NHTSA_RoadEdge 91 = ELK_HF_Right_NHTSA_RoadEdge 92 = ELK_HF_Left_RoadEdge 93 = ELK_HF_Right_RoadEdge 94 = ELK_HF_Left 95 = ELK_HF_Right 97 = ON_HF_NotA_NoHands 98 = SingleLine_Left_marker_NoHands 99 = SingleLine_Right_marker_NoHands 100 = ON_HF_NotA_NHTSA_on_Left_NoHand 101 = ON_HF_NotA_NHTSA_on_Right_NoHand 102 = ON_HF_Armed_NoHands 103 = ON_HF_Left_SingleLine_Left_NoHand 104 = ON_HF_Left_NoHands 105 = ON_HF_Right_ SingleLine_R_NoHand 106 = ON_HF_Right_NoHands 107 = ON_HF_Left_NHTSA_on_Left_NoHand 108 = ON_HF_Right_NHTSA_on_R_NoHand 109 = ON_HF_SingleLeft_NHTSA_NoHand 110 = ON_HF_SingleRight_NHTSA_NoHand 111 = ON_HF_Left_RoadEdgeNoHand 112 = ON_HF_Right_RoadEdgeNoHand 113 = ON_HF_SingleLeft_RoadEdgeNoHand 114 = ON_HF_SingleRight_RoadEdgeNoHand 115 = ON_HF_Left_NHTSA_RoadEdgeNoHand 116 = ON_HF_Right_NHTSA_RoadEdgeNoHand 117 = ON_HF_SLeft_NHTSARoadEdgeNoHand 118 = ON_HF_SRight_NHTSARoadEdgeNoHand 119 = ECE_ON_HF_Left_NHTSA_on_Left 120 = ECE_ON_HF_Right_NHTSA_on_Right 160 = Sensor_Blinded 161 = LaneSense_Temp _Unavailable 162 = Blinded_LaneSense_AHBC_ON 240 = LaneSense_Fault 255 = SNA	The required signal shall be added for Atlantis architecture and for SR23 CFTS102 implementation	Atlantis	ATL_HIGH_EMPTY
DisplaySync_Req	CAN Mapping	0		TELEMATIC_FD_1.Display_Synch_Req	FD	see DBC					Atlantis	
DisplaySync_Sts	CAN Mapping	0		IPC_VEHICLE_SETUP2.Display_Synch	FD	see DBC					Atlantis	
Dist_to_Dest	CAN Mapping	0	Distance to Destination	TELEMATIC_FD_15.DIST_TO_DEST	FD	16 bit signal 65535 = SNA	RADIO_B6.DIST_TO_DEST		Atlantis 16 Bit signal FFFF = SNA	only VRM based system usage	Atlantis	
Dist_Units	CAN Mapping	0	Nav trip units	TELEMATIC_FD_15.DIST_UNITS	FD	0 = NO_UNITS 1 = MILE 2 = FEET 3 = KM 4 = METER 5 = YARD 7 = SNA	RADIO_B6.DIST_UNITS			only VRM based system usage	Atlantis	
DistanceToCharge	CAN Mapping	0	Distance to the Charging Station	TELEMATIC_FD_15.DistanceToCharge	CAN-FD	0 : No Information available 127 : No Charging Destination					Atlantis	
DistanceToService	CAN Mapping	0	Distance to Service	SERVICEINFO2.DistanceToService	CAN-B	ATLANTIS 17 bit 0 = initialization 131071 = SNA	SERVICEINFO2.DistanceToService		ATLANTIS 17 bit 0 = initialization 131071 = SNA		Atlantis	
DistanceUnit	CAN Mapping	0	Distance Unit	IPC_VEHICLE_SETUP.DistanceUnit (see Usage Comment)	FD	Atlantis 1 bit signal 0 = km 1 = miles	IPC_VEHICLE_SETUP.DistanceUnit		Atlantis 1 bit signal 0 = km 1 = miles	"AtlHi MASAH-specific signal is ""IPC_VEHICLE_SETUP.Dist_Unit"""	Atlantis	
Divided_Road_CS	CAN Mapping	0	Provides information on roadway is divided or not.				SEGMENT.ADAS_Seg_DividedRoad	CAN-B			Atlantis	ATL_HIGH_EMPTY
Divided_Road_CS	CAN Mapping	0	Provides information on roadway is divided or not.	TELEMATIC_FD_11.Divided_Road_CS	FD	0 = Sgmnt_Not_Dvded_Rd_or_Dual_crrig 1 = Sgmnt_Prt_Dvded_Rd_or_Dual_crrig 2 = Unknown 3 = NA	SEGMENT.ADAS_Seg_DividedRoad	CAN-B			Atlantis	
DNTMD_Sft_Btn_request	CAN Mapping	0		<pending>.DNTMD_Sft_Btn_request	FD					Message pending	Atlantis	
DNTMD_Sft_Btn_status	CAN Mapping	0		<pending>.DNTMD_Sft_Btn_status	FD					Message pending	Atlantis	
Do_Not_Repeat1	CAN Mapping	0	Schedule 1 Do Not Repeat selection	CHARGE_SCHEDULE_HU1.Do_Not_Repeat1	FD	0 = Repeat (Unchecked) 1 = Do Not Repeat (Checked)	HU_Schedule1.Do_Not_Repeat1		See dbc		Atlantis	
Do_Not_Repeat1_Sts	CAN Mapping	0	Schedule 1 Do Not Repeat Status	CHARGE_SCHEDULE_HCP1.Do_Not_Repeat1_Sts	FD	0 = Repeat (Unchecked) 1 = Do Not Repeat (Checked)	HCP_Schedule1.Do_Not_Repeat1_Sts		See dbc		Atlantis	
Do_Not_Repeat2	CAN Mapping	0	Schedule 2 Do Not Repeat selection	CHARGE_SCHEDULE_HU1.Do_Not_Repeat2	FD	0 = Repeat (Unchecked) 1 = Do Not Repeat (Checked)	HU_Schedule2.Do_Not_Repeat2		See dbc		Atlantis	
Do_Not_Repeat2_Sts	CAN Mapping	0	Schedule 2 Do Not Repeat Status	CHARGE_SCHEDULE_HCP1.Do_Not_Repeat2_Sts	FD	0 = Repeat (Unchecked) 1 = Do Not Repeat (Checked)	HCP_Schedule2.Do_Not_Repeat2_Sts		See dbc		Atlantis	
Do_Not_Repeat3	CAN Mapping	0	Schedule 3 Do Not Repeat selection	CHARGE_SCHEDULE_HU1.Do_Not_Repeat3	FD	0 = Repeat (Unchecked) 1 = Do Not Repeat (Checked)	HU_Schedule3.Do_Not_Repeat3		See dbc		Atlantis	
Do_Not_Repeat3_Sts	CAN Mapping	0	Schedule 3 Do Not Repeat Status				Do_Not_Repeat3_Sts		See dbc		Atlantis	ATL_HIGH_EMPTY
Do_Not_Repeat3_Sts	CAN Mapping	0	Do_Not Repeat status schedule 3	CHARGE_SCHEDULE_HCP1.Do_Not_Repeat3_Sts	FD	See dbc	HCP_Schedule3.Do_Not_Repeat3_Sts	CAN-C	See dbc		Atlantis	
DonutMode_Sft_Btn_Req	CAN Mapping	0	Radio soft button for donut mode activation.	TELEMATIC_FD_15.DonutMode_Sft_Btn_Req	FD	0 - Not Pressed 1 - Pressed					Atlantis	
DonutMode_Sts	CAN Mapping	0	Donut Mode activation status							Note used as of V1.56.	Atlantis	
Door_Ajar_Status	CAN Mapping	0	Trunk/Liftgate ajar	STATUS_BH_BCM1.BonnetSts	CAN-B	ATLANTIS 1 bit signal 0 = Closed 1 = Open	STATUS_BH_BCM1.BonnetSts		ATLANTIS 1 bit signal 0 = Closed 1 = Open		Atlantis	
Door_Ajar_Status	CAN Mapping	0	Flipper glass ajar	N/A			N/A		ATLANTIS	Not used	Atlantis	
DoorLockStatus	CAN Mapping	0	DoorLockLastElSts	BCM_FD_9.DoorLockLastElSts	FD	0 = Locked 1 = Driver_Door_Unlocked 2 = All_Door_Unlocked 3 = SNA	STATUS_BH_BCM1.DoorLockLastElSts				Atlantis	
DOORS_STAT	CAN Mapping	0									Atlantis	
DpfDefWarningStatus	CAN Mapping	0	DpfDefWarningStatus	IPC_FD_3.DEF_STAT	FD	ATLANTIS 2 bit signal 0 = Off 1 = On 2 = Blinking 3 = SNA	STATUS_CCAN4.DPFSts STATUS_ECM.DPFSts		ATLANTIS 1 bit signal 0 = CLEAN 1 = DIRTY		Atlantis	
DR_MM_Lat	CAN Mapping	0	GPS position - dead reckoned / map matching latittude	TELEMATIC_FD_9.DR_MM_Lat	FD	32 bit signal Units are mas Offset = -324000000 Factor = 0.3017485143 Range is -324000000 to 324000000	GPS_POS4_DR_MM_Lat		32 bit signal 0- FFFFFFFFh -324000000 - +324000000 mas resolution: 0.3017485143 mas		Atlantis	
DR_MM_Long	CAN Mapping	0	GPS position - dead reckoned / map matching longitude	TELEMATIC_FD_9.DR_MM_Long	FD	32 bit signal Units are mas Offset = -324000000 Factor = 0.3017485143 Range is -324000000 to 324000000	GPS_POS4_DR_MM_Long		32 bit signal 0- FFFFFFFFh -324000000 - +324000000 mas resolution: 0.3017485143 mas		Atlantis	
DRFTMD_Sft_Btn_request	CAN Mapping	0		<pending>.DRFTMD_Sft_Btn_request	FD					Message pending	Atlantis	
DRFTMD_Sft_Btn_status	CAN Mapping	0		<pending>.DRFTMD_Sft_Btn_status	FD					Message pending	Atlantis	
DriftMode_Sft_Btn_Req	CAN Mapping	0	Radio soft button for drift mode activation.							Note used as of V1.56.	Atlantis	
DriftMode_Slip_Limit_Req	CAN Mapping	0	Yaw Limiter radio request.	TELEMATIC_FD_15.DriftMode_Slip_Limit_Req	FD	0 - Low 1 - Medium 2 - High 3 - Reserved					Atlantis	
DriftMode_Slip_Limit_Sts	CAN Mapping	0	Yaw Limiter confirmation.	BRAKE_FD_5.DriftMode_Slip_Limit_Sts	FD	0 - Low 1 - Medium 2 - High 3 - SNA					Atlantis	
DriftMode_Sts	CAN Mapping	0	Drift Mode activation status							Note used as of V1.56.	Atlantis	
DriveMdstat	CAN Mapping	0	Electric Drive Mode Status	HYBRID_POWERTRAIN1.DriveModeSts	FD	Atlantis 4 bit signal 0 = Drive_Mode_Unavailable 1 = Eco_Drive 2 = Sport_Hybrid 4 = ESave 8 = Electric 15 = SNA	GW_B_2.DriveMdstat		Atlantis 4 bit signal 0 = Drive_Mode_Unavailable 1 = Hybrid 2 = Sport 4 = ESave 8 - Electric	CR10644	Atlantis	
DriveModeSts_EPT	CAN Mapping	0		HYBRID_POWERTRAIN1.DriveModeSts_EPT			HCP_C1.DriveMdstat				Atlantis	
Driver_Adjust_Req	CAN Mapping	0		Driver_Door.Driver_Adjust_Req	CAN-BH						Atlantis	
Driver_Backrest_Req	CAN Mapping	0		DRIVER_DOOR.Driver_Backrest_Req (BH-CAN)			NA				Atlantis	
Driver_Cushion_Back_Tlm	CAN Mapping	0	DT Seat Zone	RADIO_B5.Driver_Cushion_Back_Tlm	B	0 = Not_Pressed 1 = Pressed					Atlantis	
Driver_Cushion_ExtendRetract_Req	CAN Mapping	0		DRIVER_DOOR.Driver_Cushion_ExtendRetract_Req (BH-CAN)			NA				Atlantis	
Driver_Cushion_Massage_Stat	CAN Mapping	0	Driver Cushion Massage Status	MASSAGE_DRIVER.Driver_Cushion_Massage_Stat	B-CAN	0 = Not_Selected 1 = Selected					Atlantis	
Driver_Cushion_Slide_ForeAft_Req	CAN Mapping	0		DRIVER_DOOR.Driver_Cushion_Slide_ForeAft_Req (BH-CAN)			NA				Atlantis	
Driver_Cushion_Slide_UpDown_Req	CAN Mapping	0		DRIVER_DOOR.Driver_Cushion_Slide_UpDown_Req (BH-CAN)			NA				Atlantis	
Driver_Cushion_Tilt_Req	CAN Mapping	0		DRIVER_DOOR.Driver_Cushion_Tilt_Req (BH-CAN)			NA				Atlantis	
Driver_Headrest_Req	CAN Mapping	0		DRIVER_DOOR.Driver_Headrest_Req (BH-CAN)			NA				Atlantis	
Driver_Recline_Req	CAN Mapping	0		DRIVER_DOOR.Driver_Recline_Req (BH-CAN)			NA				Atlantis	
Driver_UpperBack_Massage_Stat	CAN Mapping	0	Driver Upper Back Massage Status	MASSAGE_DRIVER.Driver_UpperBack_Massage_Stat	B-CAN	0 = Not_Selected 1 = Selected					Atlantis	
DriverBelt	CAN Mapping	0	DriverBelt - First row driver seatbelt switch status	ORC_FD_1.SBR1RowDriverSeatSts	FD	ATLANTIS 2 bit signal 0 = Seat_Belt_Fasten 1 = Seat_Belt_Not_Fasten 3 = SNA	AIRBAG1.SBR1RowDriverSeatSts		ATLANTIS 2 bit signal 0 = Seat_Belt_Fasten 1 = Seat_Belt_Not_Fasten 3 = SNA		Atlantis	
DriverDoorOnOffSts	CAN Mapping	0	Driver Door On or Off							DriverDoorOnOffSts	Atlantis	
DriverDoorSts	CAN Mapping	0	Driver door ajar	STATUS_BH_BCM1.DriverDoorSts BCM_FD_9.DriverDoorSts	CAN-B FD	1 bit signal 0 = Closed 1 = Open	STATUS_BH_BCM1.DriverDoorSts BODY4.DriverDoorSts		1 bit signal 0 = Closed 1 = Open		Atlantis	
DriveReady	CAN Mapping	0	Ready to Drive, [1] = Vehicle is allowed to shift out of park or neutral	ENGINE_SIMULATOR3.DriveReady_PT1	FD	0 = Default 1 = Vehicle_is_allowed_to_shift_out_of_park_or_neutral					Atlantis	
DriverRecall	CAN Mapping	0	Memory position	MEM_D_POS.Mem_D_Pos_Rq	CAN-B	ATLANTIS 2 bit signal 0 = Not_Pressed 1 = MemPos1_Pressed 2 = MemPos2_Pressed 3 = SNA	MEM_D_POS.Mem_D_Pos_Rq		ATLANTIS 2 bit signal 0 = Not_Pressed 1 = MemPos1_Pressed 2 = MemPos2_Pressed 3 = SNA		Atlantis	
DriverRecall2	CAN Mapping	0	Memory position (more than 2) - received by HU	MEM_SEAT3a.Mem_Driv_Pos_Rq	FD	ATLANTIS 3 bit signal 0=Not_Pressed 1=MemPos1_Pressed 2=MemPos2_Pressed 3=MemPos3_Pressed 7=SNA	MEM_SEAT3a.Mem_Driv_Pos_Rq	CAN-B	ATLANTIS 3 bit signal 0=Not_Pressed 1=MemPos1_Pressed 2=MemPos2_Pressed 3=MemPos3_Pressed 7=SNA		Atlantis	
DriveStyleStatus	CAN Mapping	0	Drive Style Status	BCM_FD_10.DriveStyleSts	FD	5 bit signal 0=Normal 1=City 2=Sport_Fun 3=Winter_Race 4=Eco 5=TracPlus 6=Trekking 7=Auto 8=Snow 9=Sand 10=Mud 11=Rock 12=Race 31=SNA	BODY2.DriveStyleSts		5 bit signal 0=Normal 1=City 2=Sport_Fun 3=Winter_Race 4=Eco 5=TracPlus 6=Trekking 7=Auto 8=Snow 9=Sand 10=Mud 11=Rock 12=Race 31=SNA		Atlantis	
DRLFault	CAN Mapping	0	DRLFault	EXTERNAL_LIGHTS.DRLFault	CAN-B	1 bit signal 0 = False 1 = True	EXTERNAL_LIGHTS.DRLFault		1 bit signal 0 = False 1 = True		Atlantis	
Drv_BolsterReq	CAN Mapping	0		DRIVER_SEAT.Drv_BolsterReq (BH-CAN) CENTERSTACK3.CushionBolster_Driv_Req (MASAH)			NA				Atlantis	
DRV_MD_Sts	CAN Mapping	0	Drive Mode Status	TRANSM_FD_4.DriveModeSts	FD	4 bit signal 0 = No_programs_available_selected 1 = Eco 2 = Sport 3 = Valet 4 = Ice_Winter 5 = Tow_Haul 6 = Track 7 = 4LowMode 8 = HDC/SSC 9 = Rock 10 = Sand 11 = Mud 12 = Normal 13 = Mud_Sand 14 = not_used 15 = not_used	TRANSM2.DriveModeSts		Atlantis 4 bit signal 0 = No_programs_available_selected 1 = Eco 2 = Sport 3 = Valet 4 = Ice_Winter 5 = Tow_Haul 6 = Track 7 = 4LowMode 8 = HDC/SSC 9 = Rock 10 = Sand 11 = Mud 12 = Normal 13 = not_used 14 = not_used 15 = not_used	Added StW_Actn_Rq.TerrainModeDesiredStat_ECM_CBC to powernet as CBC_I2.GlobDrvMdSts is applicable only for WD	Atlantis	
DrvMdHMI_1	CAN Mapping	0	Drive Mode HMI 1								Atlantis	
DrvMdHMI_2	CAN Mapping	0	Drive Mode HMI 2	BCM_FD_11.DrvMdHMI_2	FD	0 = FALSE 1 = TRUE					Atlantis	
DrvMdHMI_3	CAN Mapping	0	Drive Mode HMI 3	BCM_FD_11.DrvMdHMI_3	FD	0 = FALSE 1 = TRUE					Atlantis	
DrvMdHMI_4	CAN Mapping	0	Drive Mode HMI 4	BCM_FD_11.DrvMdHMI_4	FD	0 = FALSE 1 = TRUE					Atlantis	
DrvMdHMI_5	CAN Mapping	0	Request drive mode HMI indication 5								Atlantis	
DrvMdHMI_6	CAN Mapping	0	Request drive mode HMI indication 6								Atlantis	
DrvMdHMI_7	CAN Mapping	0	Request drive mode HMI indication 7								Atlantis	
DrvMdHMI_8	CAN Mapping	0	Request drive mode HMI indication 8								Atlantis	
DrvMdHMI_9	CAN Mapping	0	Power level inhibit message with throttle.							Drive modes only	Atlantis	
DrvRqShftROT	CAN Mapping	0	Rotary Gear shifer (P, R, N, D, L)	TRANSM_FD_4.ShiftLeverPosition	FD	No_Selection_Active_Or_Available P R N D L TIP_Autostick Plus Minus Sport Not_Used Not_Used Not_Used Not_Used Not_Used SNA	STATUS_CCAN5.ShiftLeverPosition		No_Selection_Active_Or_Available P R N D L TIP_Autostick Plus Minus Sport Not_Used Not_Used Not_Used Not_Used Not_Used SNA		Atlantis	
DrvSide	CAN Mapping	0	Driving Side	TELEMATIC_FD_11.DrvSide	FD	0 = Left 1 = Right	META_DATA.ADAS_Meta_DrvSide	CANB			Atlantis	
Dsbl_Loss_Of_Com	CAN Mapping	0	Disable Loss of Comm								Atlantis	
DVD_DATA_PT_CAB_DR	CAN Mapping	0	DVD data pointer for Cabin/driver								Atlantis	
DVD_DATA_PT_IR1	CAN Mapping	0	DVD data pointer for IR1/rear screen 1								Atlantis	
DVD_DATA_PT_IR2	CAN Mapping	0	DVD data pointer for IR2/rear screen 2								Atlantis	
DVD_DATA_PT_IR3	CAN Mapping	0	DVD data pointer for IR3/rear screen 3								Atlantis	
DVD_DISC_STAT	CAN Mapping	0	DVD Mechanism Status/ disc format								Atlantis	
DVD_DISP_CFG	CAN Mapping	0	DVD display configuration								Atlantis	
DVD_DISP_FLAG	CAN Mapping	0	DVD display flag								Atlantis	
DVD_DISP_MD	CAN Mapping	0	DVD Display Mode								Atlantis	
DVD_GrpNum	CAN Mapping	0	DVD data group number								Atlantis	
DVD_GrpTyp	CAN Mapping	0	DVD data group type								Atlantis	
DVD_HiGrpMark	CAN Mapping	0	DVD data high group mark								Atlantis	
DVD_HOUR	CAN Mapping	0	DVD play time in hours								Atlantis	
DVD_JUMP_FUNC	CAN Mapping	0	specify jump location								Atlantis	
DVD_MEDIA_PT	CAN Mapping	0	DVD media pointer								Atlantis	
DVD_MINUTE	CAN Mapping	0	DVD play time in minutes								Atlantis	
DVD_NEG_TIME	CAN Mapping	0	Display negative time for pregap disc								Atlantis	
DVD_OUT_STAT	CAN Mapping	0	DVD media source output status								Atlantis	
DVD_PT_CAB_DR	CAN Mapping	0	DVD function request pointer for Cabin/driver								Atlantis	
DVD_PT_IR1	CAN Mapping	0	DVD function request pointer for IR1/rear screen 1								Atlantis	
DVD_PT_IR2	CAN Mapping	0	DVD function request pointer for IR2/rear screen 2								Atlantis	
DVD_PT_IR3	CAN Mapping	0	DVD function request pointer for IR3/rear screen 3								Atlantis	
DVD_RND_MD	CAN Mapping	0	disc in random/shuffle mode								Atlantis	
DVD_RPT_MD	CAN Mapping	0	Disc is in repeat mode								Atlantis	
DVD_RQ1	CAN Mapping	0	DVD function request 1								Atlantis	
DVD_RQ2	CAN Mapping	0	DVD function request 2								Atlantis	
DVD_RQ3	CAN Mapping	0	DVD function request 3								Atlantis	
DVD_RSP	CAN Mapping	0	DVD response for any invalid/unavilable request								Atlantis	
DVD_SECOND	CAN Mapping	0	DVD play time in seconds								Atlantis	
DVD_TEXT	CAN Mapping	0	DVD text data								Atlantis	
DVD_TMPLT_ID	CAN Mapping	0	DVD data template identifier								Atlantis	
DVD_TRK_FILE	CAN Mapping	0	Disc track/file/chapter #								Atlantis	
DVD1_DATA_PT_CAB_DR	CAN Mapping	0	DVD data packet 1 pointer for Cabin/driver								Atlantis	
DVD1_DATA_PT_IR1	CAN Mapping	0	DVD data packet 1 pointer for IR1/rear screen 1								Atlantis	
DVD1_DATA_PT_IR2	CAN Mapping	0	DVD data packet 1 pointer for IR2/rear screen 2								Atlantis	
DVD1_DATA_PT_IR3	CAN Mapping	0	DVD data packet 1 pointer for IR3/rear screen 3								Atlantis	
DVD1_GrpNum	CAN Mapping	0	DVD data packet 1 group number								Atlantis	
DVD1_GrpTyp	CAN Mapping	0	DVD data packet 1 group type								Atlantis	
DVD1_HiGrpMark	CAN Mapping	0	DVD data packet 1 high group mark								Atlantis	
DVD1_TEXT	CAN Mapping	0	DVD packet 1 text data								Atlantis	
DVD1_TMPLT_ID	CAN Mapping	0	DVD data packet 1 template identifier								Atlantis	
DVD2_DATA_PT_CAB_DR	CAN Mapping	0	DVD data packet 2 pointer for Cabin/driver								Atlantis	
DVD2_DATA_PT_IR1	CAN Mapping	0	DVD data packet 2 pointer for IR1/rear screen 1								Atlantis	
DVD2_DATA_PT_IR2	CAN Mapping	0	DVD data packet 2 pointer for IR2/rear screen 2								Atlantis	
DVD2_DATA_PT_IR3	CAN Mapping	0	DVD data packet 2 pointer for IR3/rear screen 3								Atlantis	
DVD2_GrpNum	CAN Mapping	0	DVD data packet 2 group number								Atlantis	
DVD2_GrpTyp	CAN Mapping	0	DVD data packet 2 group type								Atlantis	
DVD2_HiGrpMark	CAN Mapping	0	DVD data packet 2 high group mark								Atlantis	
DVD2_TEXT	CAN Mapping	0	DVD packet 2 text data								Atlantis	
DVD2_TMPLT_ID	CAN Mapping	0	DVD data packet 2 template identifier								Atlantis	
DVD3_DATA_PT_CAB_DR	CAN Mapping	0	DVD data packet 3 pointer for Cabin/driver								Atlantis	
DVD3_DATA_PT_IR1	CAN Mapping	0	DVD data packet 3 pointer for IR1/rear screen 1								Atlantis	
DVD3_DATA_PT_IR2	CAN Mapping	0	DVD data packet 3 pointer for IR2/rear screen 2								Atlantis	
DVD3_DATA_PT_IR3	CAN Mapping	0	DVD data packet 3 pointer for IR3/rear screen 3								Atlantis	
DVD3_GrpNum	CAN Mapping	0	DVD data packet 3 group number								Atlantis	
DVD3_GrpTyp	CAN Mapping	0	DVD data packet 3 group type								Atlantis	
DVD3_HiGrpMark	CAN Mapping	0	DVD data packet3 high group mark								Atlantis	
DVD3_TEXT	CAN Mapping	0	DVD packet 3 text data								Atlantis	
DVD3_TMPLT_ID	CAN Mapping	0	DVD data packet 3 template identifier								Atlantis	
E_Call_BtnStat	CAN Mapping	0	Ecall button Status	STATUS_BH_IPC.E_CALL_PSD	CAN-B	1 bit 0 = not pressed 1 = Pressed	STATUS_BH_IPC.E_CALL_PSD		1 bit 0 = not pressed 1 = Pressed		Atlantis	
E_Call_Stat	CAN Mapping	0	Ecall Status	STATUS_TELEMATIC.E_CALL_STAT	CAN-B	2 bits 0 = OFF 1 = CONT 2 = BLINK 3 = SNA	STATUS_TELEMATIC.E_CALL_STAT		2 bits 0 = OFF 1 = CONT 2 = BLINK 3 = SNA		Atlantis	
E_Coasting_Req	CAN Mapping	0	HU request for setting current e-Coasting level	TELEMATIC_FD_19.E_Coasting_Req	FD	0 - Reserved 1 - Level 1 2 - Level 2 3 - Level 3 4 - Level 4 5 - Level 5 6 - Reserved 7 - SNA					Atlantis	
E_Coasting_Sts	CAN Mapping	0	Status of the e-Coasting Setting	<pending message name>.eCoastingTelltale_Status	FD	0 - Not available 1 - Level1 2 - Level2 3 - Level3 4 - Level4 5 - Level5 6 - Level0 7 - SNA				As of V1.44, Atlantis High message.signal is in process so actual signal name may change.	Atlantis	
E_Coasting_Sys_Sts	CAN Mapping	0	Reports the fail status of the e-Coasting System	HYBRID_DISPLAY.PopUpMessage12	FD	0 - MaxRegen_OFF 1 - MaxRegen_ON 2 - MaxRegen_Unavailable 3 - Not_Defined					Atlantis	
EB_Power	CAN Mapping	0	See dbc								Atlantis	
EB_Stat3	CAN Mapping	0	Exhaust brake status - 3 bit	ENGINE_FD_DIESEL.EB_Stat3	FD	0=EB_OFF 1=EB_ON 2=EB_LT 3=EB_MED 4=EB_HVY 5=EB_SMART 7=SNA					Atlantis	
EB_SW_PSD_HU	CAN Mapping	0	Exhaust brake button pressed on headunit	TELEMATIC_FD_13.EB_SW_PSD_HU	FD	0=Not_Pressed 1=Pressed				New Atl Hi message.signal has been requested as written on June 21, 2023. Actual message.signal may vary.	Atlantis	
EBL_Stat	CAN Mapping	0	Electric backlite status	BODY_CNTRL3.EBL_Stat BCM_FD_27.EBL_Stat	CAN-B FD	ATLANTIS 0 = Off 1 = On 2 = Blink 3 = SNA	STATUS_CLIMATE2.HVACRearDef_Sts		ATLANTIS 0 = Off 1 = On 2 = Blink 3 = SNA	For Atlantis MID: STATUS_CLIMATE2.HVACRearDef_Sts For Atlantis High: BODY_CNTRL3.EBL_Stat is for DCSD in CAN-B BCM_FD_27.EBL_Stat is for ETM in FD CAN8	Atlantis	
eBoost_Availability	CAN Mapping	0		<pending>.eBoost_Availability	FD					Message pending	Atlantis	
eBoost_Availability	CAN Mapping	0		pending	FD					Atlantis High signal is in process	Atlantis	
EC_Mirror_SK_Request	CAN Mapping	0	Mirror Dimmer soft key request	TELEMATIC_VEHICLE_SETUP.EC_Mirror_SK_Request	BH-CAN	See dbc	TELEMATIC_VEHICLE_SETUP.EC_Mirror_SK_Request			Atlantis for M240	Atlantis	
EC_MirrStat	CAN Mapping	0	EC Mirror Dimming Status	BODY_CNTRL3.EC_MirrStat	BH-CAN	0 = OFF 1 = ON 2 = DNA 3 = SNA	LIN_BCM_IGW1.EC_MirrStat_M			Atlantis for M240	Atlantis	
ECALLSTS	CAN Mapping	0									Atlantis	
ECharge_SOC	CAN Mapping	0		IPC_VEHICLE_SETUP.ECharge_SOC	FD	See dbc file					Atlantis	
ECharge_SOC_req	CAN Mapping	0		TELEMATIC_VEHICLE_SETUP.Echarge_SOC_req	FD	See dbc file					Atlantis	
ECMDriverInstruction	CAN Mapping	0	Driver Instruction								Atlantis	
Eco_Mode	CAN Mapping	0		BCM_FD_26.E_Mode_Sts	FD	0 - ECO_OFF 1 - ECO_ON 2 - ECO_UNAVAIL 3 - SNA				As of V1.54, message.signal name requested. Actual name may vary.	Atlantis	
Eco_Mode	CAN Mapping	0	ECO connected	BCM_FD_11.E_Mode_Sts	FD	0 = ECO_OFF 1 = ECO_ON 2 = ECO_UNAVAIL 3 = SNA	STATUS_BH_BCM3.EcoModeLedSts BODY2.EcoModeSts		Atlantis 2 bit signal (EcoModeLedSts) 0 = off 1 = on 2 = blinking 3 = SNA 1 bit signal (EcoModeSts) 0 = Not_Active 1 = Active		Atlantis	
ECO_MODE_STAT	CAN Mapping	0									Atlantis	
